lane,group,feature,state,side,horizon_bars,n,recent_n,recent_1000_mean,full_5000_mean,weighted_5000_mean,weighted_effective_n,block_bootstrap_p,symbols_used,positive_symbol_fraction,cluster_count,positive_cluster_fraction,stop_atr_mult,preliminary_pass,plateau_start,plateau_end,plateau_width,audit_pass,blockers
hip3,xyz_commodity_c0,feat_ret_3,1,SHORT,29,10506,2345,-0.0055733030,-0.0035256884,-0.0042201348,6218.25,1.000000,6,0.000000,0,0.000000,3.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete,historical_oracle_quality_missing,calendar_model_missing,cost_model_provisional"
hip3,xyz_commodity_c0,feat_ret_10,0,LONG,29,9178,1494,0.0007581533,-0.0030513514,-0.0019613534,5196.76,1.000000,6,0.000000,0,0.000000,3.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete,historical_oracle_quality_missing,calendar_model_missing,cost_model_provisional"
hip3,xyz_commodity_c0,feat_ret_10,0,SHORT,29,9178,1494,-0.0070158029,-0.0027795781,-0.0040721690,5196.76,1.000000,6,0.000000,0,0.000000,3.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete,historical_oracle_quality_missing,calendar_model_missing,cost_model_provisional"
hip3,xyz_commodity_c0,feat_ext_vs_ma_20,2,LONG,29,8281,1851,-0.0007982298,-0.0026018954,-0.0019557618,4898.87,1.000000,6,0.166667,0,0.000000,3.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete,historical_oracle_quality_missing,calendar_model_missing,cost_model_provisional"
hip3,xyz_commodity_c0,feat_ext_vs_ma_20,2,SHORT,29,8281,1851,-0.0052595154,-0.0034141928,-0.0040998547,4898.87,1.000000,6,0.000000,0,0.000000,3.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete,historical_oracle_quality_missing,calendar_model_missing,cost_model_provisional"
hip3,xyz_commodity_c0,feat_ret_10,2,LONG,29,8330,1849,-0.0012076878,-0.0027311294,-0.0021801994,4899.33,1.000000,6,0.166667,0,0.000000,3.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete,historical_oracle_quality_missing,calendar_model_missing,cost_model_provisional"
hip3,xyz_commodity_c0,feat_ret_10,2,SHORT,29,8330,1849,-0.0048496358,-0.0033521702,-0.0038566638,4899.33,1.000000,6,0.000000,0,0.000000,3.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete,historical_oracle_quality_missing,calendar_model_missing,cost_model_provisional"
hip3,xyz_commodity_c0,feat_ret_5,2,LONG,29,8348,1824,-0.0006087397,-0.0027812111,-0.0021065199,4885.79,1.000000,6,0.166667,0,0.000000,3.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete,historical_oracle_quality_missing,calendar_model_missing,cost_model_provisional"
hip3,xyz_commodity_c0,feat_ret_5,2,SHORT,29,8348,1824,-0.0050769231,-0.0032984671,-0.0038557846,4885.79,1.000000,6,0.000000,0,0.000000,3.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete,historical_oracle_quality_missing,calendar_model_missing,cost_model_provisional"
hip3,xyz_commodity_c0,feat_ext_vs_ma_10,1,LONG,29,10605,2402,-0.0011651107,-0.0032826171,-0.0023128146,6341.56,1.000000,6,0.000000,0,0.000000,3.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete,historical_oracle_quality_missing,calendar_model_missing,cost_model_provisional"
hip3,xyz_commodity_c0,feat_ext_vs_ma_10,1,SHORT,29,10605,2402,-0.0057069962,-0.0034382021,-0.0042772598,6341.56,1.000000,6,0.000000,0,0.000000,3.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete,historical_oracle_quality_missing,calendar_model_missing,cost_model_provisional"
hip3,xyz_commodity_c0,feat_ext_vs_ma_10,1,LONG,29,10605,2402,-0.0011651107,-0.0032826171,-0.0023128146,6341.56,1.000000,6,0.000000,0,0.000000,3.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete,historical_oracle_quality_missing,calendar_model_missing,cost_model_provisional"
hip3,xyz_commodity_c0,feat_ext_vs_ma_10,1,SHORT,29,10605,2402,-0.0057069962,-0.0034382021,-0.0042772598,6341.56,1.000000,6,0.000000,0,0.000000,3.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete,historical_oracle_quality_missing,calendar_model_missing,cost_model_provisional"
hip3,xyz_commodity_c0,feat_ret_3,2,LONG,29,8445,1780,-0.0003256941,-0.0027813394,-0.0019909181,4937.48,1.000000,6,0.166667,0,0.000000,3.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete,historical_oracle_quality_missing,calendar_model_missing,cost_model_provisional"
hip3,xyz_commodity_c0,feat_ret_3,2,SHORT,29,8445,1780,-0.0055255273,-0.0031672719,-0.0039511795,4937.48,1.000000,6,0.000000,0,0.000000,3.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete,historical_oracle_quality_missing,calendar_model_missing,cost_model_provisional"
hip3,xyz_commodity_c0,feat_ret_5,1,LONG,29,10657,2387,-0.0007665509,-0.0031536308,-0.0020901995,6334.07,1.000000,6,0.000000,0,0.000000,3.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete,historical_oracle_quality_missing,calendar_model_missing,cost_model_provisional"
hip3,xyz_commodity_c0,feat_ret_5,1,SHORT,29,10657,2387,-0.0058857728,-0.0034975754,-0.0043318341,6334.07,1.000000,6,0.000000,0,0.000000,3.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete,historical_oracle_quality_missing,calendar_model_missing,cost_model_provisional"
hip3,xyz_commodity_c0,feat_atr_norm_ext,1,LONG,29,9315,2057,-0.0005078357,-0.0026101420,-0.0019534421,5519.10,1.000000,6,0.166667,0,0.000000,3.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete,historical_oracle_quality_missing,calendar_model_missing,cost_model_provisional"
hip3,xyz_commodity_c0,feat_atr_norm_ext,1,SHORT,29,9315,2057,-0.0051476030,-0.0032179522,-0.0037213172,5519.10,1.000000,6,0.000000,0,0.000000,3.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete,historical_oracle_quality_missing,calendar_model_missing,cost_model_provisional"
hip3,xyz_commodity_c0,feat_ret_1,0,LONG,29,9177,1752,0.0003483900,-0.0028257714,-0.0019098159,5306.26,1.000000,6,0.000000,0,0.000000,3.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete,historical_oracle_quality_missing,calendar_model_missing,cost_model_provisional"
hip3,xyz_commodity_c0,feat_ret_1,0,SHORT,29,9177,1752,-0.0062602572,-0.0030205155,-0.0040044704,5306.26,1.000000,6,0.000000,0,0.000000,3.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete,historical_oracle_quality_missing,calendar_model_missing,cost_model_provisional"
hip3,xyz_commodity_c0,feat_vol_regime,0,LONG,29,9423,1964,-0.0012831472,-0.0034584396,-0.0026929678,5509.43,1.000000,6,0.166667,0,0.000000,3.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete,historical_oracle_quality_missing,calendar_model_missing,cost_model_provisional"
hip3,xyz_commodity_c0,feat_vol_regime,0,SHORT,29,9423,1964,-0.0057680578,-0.0035479772,-0.0039128629,5509.43,1.000000,6,0.000000,0,0.000000,3.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete,historical_oracle_quality_missing,calendar_model_missing,cost_model_provisional"
hip3,xyz_commodity_c0,feat_ret_3,1,LONG,29,10506,2345,-0.0008759618,-0.0030262852,-0.0021205614,6218.25,1.000000,6,0.000000,0,0.000000,3.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete,historical_oracle_quality_missing,calendar_model_missing,cost_model_provisional"
hip3,xyz_commodity_c0,feat_ret_3,1,SHORT,29,10506,2345,-0.0055733030,-0.0035256884,-0.0042201348,6218.25,1.000000,6,0.000000,0,0.000000,3.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete,historical_oracle_quality_missing,calendar_model_missing,cost_model_provisional"
hip3,xyz_commodity_c0,feat_trend_strength_20,0,LONG,29,9518,2086,-0.0004213948,-0.0023600670,-0.0016605644,5640.04,1.000000,6,0.333333,0,0.000000,3.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete,historical_oracle_quality_missing,calendar_model_missing,cost_model_provisional"
hip3,xyz_commodity_c0,feat_trend_strength_20,0,SHORT,29,9518,2086,-0.0057008890,-0.0034657986,-0.0042459363,5640.04,1.000000,6,0.000000,0,0.000000,3.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete,historical_oracle_quality_missing,calendar_model_missing,cost_model_provisional"
hip3,xyz_commodity_c0,feat_atr_norm_ext,0,LONG,29,9753,1618,0.0006601284,-0.0035746131,-0.0022058218,5521.93,1.000000,6,0.000000,0,0.000000,3.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete,historical_oracle_quality_missing,calendar_model_missing,cost_model_provisional"
hip3,xyz_commodity_c0,feat_atr_norm_ext,0,SHORT,29,9753,1618,-0.0070575357,-0.0026819999,-0.0040940102,5521.93,1.000000,6,0.000000,0,0.000000,3.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete,historical_oracle_quality_missing,calendar_model_missing,cost_model_provisional"
hip3,xyz_commodity_c0,feat_trend_slope_20,0,LONG,29,9251,1436,0.0009378922,-0.0034534693,-0.0021216677,5209.33,1.000000,6,0.000000,0,0.000000,3.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete,historical_oracle_quality_missing,calendar_model_missing,cost_model_provisional"
hip3,xyz_commodity_c0,feat_trend_slope_20,0,SHORT,29,9251,1436,-0.0067768860,-0.0026847313,-0.0040100254,5209.33,1.000000,6,0.000000,0,0.000000,3.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete,historical_oracle_quality_missing,calendar_model_missing,cost_model_provisional"
hip3,xyz_commodity_c0,feat_ext_vs_ma_10,2,LONG,29,8406,1857,-0.0002005001,-0.0026128992,-0.0017860480,4934.46,1.000000,6,0.166667,0,0.000000,3.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete,historical_oracle_quality_missing,calendar_model_missing,cost_model_provisional"
hip3,xyz_commodity_c0,feat_ext_vs_ma_10,2,SHORT,29,8406,1857,-0.0053058088,-0.0033990452,-0.0040525474,4934.46,1.000000,6,0.000000,0,0.000000,3.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete,historical_oracle_quality_missing,calendar_model_missing,cost_model_provisional"
hip3,xyz_commodity_c0,feat_ret_3,2,LONG,29,8445,1780,-0.0003256941,-0.0027813394,-0.0019909181,4937.48,1.000000,6,0.166667,0,0.000000,3.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete,historical_oracle_quality_missing,calendar_model_missing,cost_model_provisional"
hip3,xyz_commodity_c0,feat_ret_3,2,SHORT,29,8445,1780,-0.0055255273,-0.0031672719,-0.0039511795,4937.48,1.000000,6,0.000000,0,0.000000,3.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete,historical_oracle_quality_missing,calendar_model_missing,cost_model_provisional"
hip3,xyz_commodity_c0,feat_ret_5,2,LONG,29,8348,1824,-0.0006087397,-0.0027812111,-0.0021065199,4885.79,1.000000,6,0.166667,0,0.000000,3.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete,historical_oracle_quality_missing,calendar_model_missing,cost_model_provisional"
hip3,xyz_commodity_c0,feat_ret_5,2,SHORT,29,8348,1824,-0.0050769231,-0.0032984671,-0.0038557846,4885.79,1.000000,6,0.000000,0,0.000000,3.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete,historical_oracle_quality_missing,calendar_model_missing,cost_model_provisional"
hip3,xyz_commodity_c0,feat_ret_5,1,LONG,29,10657,2387,-0.0007665509,-0.0031536308,-0.0020901995,6334.07,1.000000,6,0.000000,0,0.000000,3.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete,historical_oracle_quality_missing,calendar_model_missing,cost_model_provisional"
hip3,xyz_commodity_c0,feat_ret_5,1,SHORT,29,10657,2387,-0.0058857728,-0.0034975754,-0.0043318341,6334.07,1.000000,6,0.000000,0,0.000000,3.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete,historical_oracle_quality_missing,calendar_model_missing,cost_model_provisional"
hip3,xyz_commodity_c0,feat_ext_vs_ma_20,0,LONG,29,9125,1461,0.0008861873,-0.0034404805,-0.0021538923,5150.75,1.000000,6,0.000000,0,0.000000,3.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete,historical_oracle_quality_missing,calendar_model_missing,cost_model_provisional"
hip3,xyz_commodity_c0,feat_ext_vs_ma_20,0,SHORT,29,9125,1461,-0.0072464127,-0.0026274944,-0.0040742107,5150.75,1.000000,6,0.000000,0,0.000000,3.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete,historical_oracle_quality_missing,calendar_model_missing,cost_model_provisional"
hip3,xyz_commodity_c0,feat_ret_20,0,LONG,29,9222,1424,0.0008933865,-0.0035930157,-0.0021081668,5202.95,1.000000,6,0.000000,0,0.000000,3.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete,historical_oracle_quality_missing,calendar_model_missing,cost_model_provisional"
hip3,xyz_commodity_c0,feat_ret_20,0,SHORT,29,9222,1424,-0.0064297947,-0.0025662354,-0.0038405929,5202.95,1.000000,6,0.000000,0,0.000000,3.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete,historical_oracle_quality_missing,calendar_model_missing,cost_model_provisional"
hip3,xyz_commodity_c0,feat_ext_vs_ma_10,2,LONG,29,8406,1857,-0.0002005001,-0.0026128992,-0.0017860480,4934.46,1.000000,6,0.166667,0,0.000000,3.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete,historical_oracle_quality_missing,calendar_model_missing,cost_model_provisional"
hip3,xyz_commodity_c0,feat_ext_vs_ma_10,2,SHORT,29,8406,1857,-0.0053058088,-0.0033990452,-0.0040525474,4934.46,1.000000,6,0.000000,0,0.000000,3.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete,historical_oracle_quality_missing,calendar_model_missing,cost_model_provisional"
hip3,xyz_commodity_c0,feat_ext_vs_ma_20,1,LONG,29,10768,2514,-0.0004090173,-0.0029482140,-0.0018257879,6471.98,1.000000,6,0.000000,0,0.000000,3.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete,historical_oracle_quality_missing,calendar_model_missing,cost_model_provisional"
hip3,xyz_commodity_c0,feat_ext_vs_ma_20,1,SHORT,29,10768,2514,-0.0058267654,-0.0035752076,-0.0043353238,6471.98,1.000000,6,0.000000,0,0.000000,3.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete,historical_oracle_quality_missing,calendar_model_missing,cost_model_provisional"
hip3,xyz_commodity_c0,feat_ret_10,1,LONG,29,10720,2483,-0.0000445991,-0.0029484227,-0.0017604262,6430.55,1.000000,6,0.000000,0,0.000000,3.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete,historical_oracle_quality_missing,calendar_model_missing,cost_model_provisional"
hip3,xyz_commodity_c0,feat_ret_10,1,SHORT,29,10720,2483,-0.0062514192,-0.0036298731,-0.0045417362,6430.55,1.000000,6,0.000000,0,0.000000,3.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete,historical_oracle_quality_missing,calendar_model_missing,cost_model_provisional"
hip3,xyz_commodity_c0,feat_atr_norm_ext,2,LONG,29,9087,2151,-0.0005739391,-0.0028293812,-0.0017474129,5471.23,1.000000,6,0.166667,0,0.000000,3.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete,historical_oracle_quality_missing,calendar_model_missing,cost_model_provisional"
hip3,xyz_commodity_c0,feat_atr_norm_ext,2,SHORT,29,9087,2151,-0.0060265682,-0.0037745870,-0.0047320209,5471.23,1.000000,6,0.000000,0,0.000000,3.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete,historical_oracle_quality_missing,calendar_model_missing,cost_model_provisional"
hip3,xyz_commodity_c0,feat_vol_regime,0,LONG,29,9423,1964,-0.0012831472,-0.0034584396,-0.0026929678,5509.43,1.000000,6,0.166667,0,0.000000,3.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete,historical_oracle_quality_missing,calendar_model_missing,cost_model_provisional"
hip3,xyz_commodity_c0,feat_vol_regime,0,SHORT,29,9423,1964,-0.0057680578,-0.0035479772,-0.0039128629,5509.43,1.000000,6,0.000000,0,0.000000,3.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete,historical_oracle_quality_missing,calendar_model_missing,cost_model_provisional"
hip3,xyz_commodity_c0,feat_ret_10,0,LONG,29,9178,1494,0.0007581533,-0.0030513514,-0.0019613534,5196.76,1.000000,6,0.000000,0,0.000000,3.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete,historical_oracle_quality_missing,calendar_model_missing,cost_model_provisional"
hip3,xyz_commodity_c0,feat_ret_10,0,SHORT,29,9178,1494,-0.0070158029,-0.0027795781,-0.0040721690,5196.76,1.000000,6,0.000000,0,0.000000,3.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete,historical_oracle_quality_missing,calendar_model_missing,cost_model_provisional"
hip3,xyz_commodity_c0,feat_trend_strength_20,1,LONG,29,9551,2003,0.0000455258,-0.0026683485,-0.0016817635,5624.52,1.000000,6,0.166667,0,0.000000,3.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete,historical_oracle_quality_missing,calendar_model_missing,cost_model_provisional"
hip3,xyz_commodity_c0,feat_trend_strength_20,1,SHORT,29,9551,2003,-0.0060908313,-0.0034940812,-0.0043809238,5624.52,1.000000,6,0.000000,0,0.000000,3.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete,historical_oracle_quality_missing,calendar_model_missing,cost_model_provisional"
hip3,xyz_commodity_c0,feat_ret_10,2,LONG,29,8330,1849,-0.0012076878,-0.0027311294,-0.0021801994,4899.33,1.000000,6,0.166667,0,0.000000,3.500000,False,,,0,False,"selection_holdout_not_complete,funding_not_modeled,slippage_not_modeled,point_in_time_universe_incomplete,historical_oracle_quality_missing,calendar_model_missing,cost_model_provisional"
